comment,emotion
"3 lata temu moi rodzice wzieli rozwód, dzieki twoim filmom jestem zawsze uśmiechnięty, dziekuje",JOY
Lepszego zakończenia roku nie mogliśmy sobie wymarzyć propsy chłopach 😊,LOVE
"Sztos nuta , Palion masz ukryty talent i niech lepiej zostanie ukryty",LOVE
Lubie oglądać twoje filmy 😀pozdro przemuuu ps: wesołych świąt 🤶,JOY
Zajebiste wykonanie!!! 😁😁😁 Teraz jeszcze parę słów do osoby co pisała tekst... PEŁEN SZACUN!!!,LOVE
"Bylo mocarnie, więcej wyzwań by się przydało :P",JOY
Pamiętam go nawet trenerzy mieli szacunek do niego,JOY
To było smutne ale mi się podoba zrób jeszcze więcej takich filmów,SADNESS
Najlepszy numer z płyty i jeszcze klip kręcony w moim mieście. Bajka! :),LOVE
"Po niespodziewanym udarze mej kochanej Mamy ,zrozumiałam przekaz ….:”zycia nie mierzy się liczbą oddechów ,ale chwilami kiedy oddech wstrzymujemy „. Bądźcie Drodzy wytrwali i ufni ,będzie dobrze 🫶🏻",SADNESS
Wszystko się zgadza. Pamietam jak sędziował . Niesamowity gość .,LOVE
Łapka za grę aktorską lepszą niż w Pierścieniach Władzy Amazona 👍🏻,JOY
"""Poleciało wszędzie nie tam gdzie trzeba"" That was she said",SURPRISE
Dobrze ze wrzucasz bo jutro miałem brać 🤣,JOY
"Według statystyk argentynczyk był dopiero 5 bramkarzem na mundialu 2 Szczęsny a pierwszy bramkarz Chorwacji , nie wiem dlaczego dostał ta nagrodę ,chyba tylko dlatego że akurat był obecny przy wreczaniu",ANGER
Miłego oglądania ❤️ Ps. Pod filmem gdzie odwzorowaliście piosenkę Multiego powiedziałeś że na 30 000 łapek kolejny odcinek z tej serii a jest 40 więc czekam Lajkujcie żeby widział ( nie zmuszam ),JOY
Mamed podchwycił technikę Mariusza. Łapać i rzucać... I wygrał :)),JOY
"""... a ja tam byłem... 🙂"" dzięki Panowie za pomysl takiego spotkania, za zaproszenie i za świetną robotę. Pozdrowienia. 👍",JOY
Dziękuję za smakowite przepisy życzę Spokojnych Rodzinnych Świąt Bożego Narodzenia szczęścia pomyślności w Nowym Roku🥳🌲⛄,JOY
"Chciałbym wygrać ten milion , wydał bym na v dolce i wspieranie u cb!",LOVE
"Fajnie, że w tych ciężkich czasach u niektórych jest jeszcze trochę życzliwości 👏👏",JOY
"Jedno z najlepszych połączeń rapowych w tym roku, czekałem szczególnie na feat Bedoesa ze Szpakiem",JOY
Przez tą edycję high ligue polubiłem mega tyboriego fajny koleś wcześniej takim bucem się wydawał,LOVE
Trzymajmy się pozdrawiam cieplutko Panie Krzysztofie 👍,JOY
"Jade autem i się poryczałam słuchając tego, Alicja dziekuje za tak piękną piosenke 😢😢😢❤️",LOVE
The Forest na smoczy duet. Super pomysł,LOVE
pov: twoje ulubiona liczba 6 a twoje miejsce to 6.,JOY
"Słoń i Szpaku w jednym numerze, bez odsłuchania wiedziałem że rozjebie, do tego Dj Decks na bicie…",LOVE
"Uszy krwawią... Rozumiem, że Wiedźmin jest teraz na czasie, więc chciało się trochę uszczknąć tej popularności, ale wyszło jak wyszło, zdecydowanie kiepsko.",SADNESS
"Przestępczość w Polsce rośnie proporcjonalnie do spadku zaufania do policji. Wzrost przestępczości jest ponad 20%, a zaufanie społeczeństwa do policji wynosi ok. 20% i ciągle spada. Szkolenia policji w Szczytnie zostały znacznie skrócone, a duża ich część odbywaj się on line. Chętni do tej służby, to miernoty, które tylko w służbach mundurowych mogą zrobić "" karierę"". Obecnie przyjmowani są na te szkolenia Ukraińcy.Wolnych wakatów przybywa, bo funkcjonariusze masowo przechodzą na emeryturę (zwłaszcza po 24 lutego). Jedynie o co regularnie walczą te służby, to podwyżki wymuszane groźbą strajku. Kolejne ustawy PiSu zwiększają bezkarność policji oraz wprowadzają nowe dodatki motywacyjne. Wszystko jest finansowanie z naszych podatków. Niewspółmiernie wysokie,w stosunku do zarobków Polaków, mandaty dla kierowców zasilają budżet partii, której te służby de facto podlegają. Komendant poszkodowany z powodu własnej głupoty, to dopełnienie obrazu tych służb.",ANGER
Proszę ciąg dalszy 😅 można was ogląda ć i oglądać 🤩,JOY
Jak słucham Łukasza jak z głowy rzuca seriami silników i mniej więcej wie co czego pasuje to zbieram szczękę z podłogi - pełen szacun dla niego!,JOY
Tyle samo sztuk było też a8 d2 w12. Auto w bardziej przystępnej cenie dla początkującego kolekcjonera.,LOVE
"Miałem chwilę zwątpienia w polskiego YouTube'a bo wiedziałem że bez ekipy a w szczególności Karola nie będzie on już nigdy wyglądał tak samo jak kiedyś. Myślałem że dni największej chwały Karola się już skończyły, ale nie, teraz widzę że to nie jest koniec. Może początkiem też tego nazwać nie można, patrząc na to ile się już wydarzyło z nim albo dzięki niemu ale tym bardziej nie można tego nazwać końcem. Gratuluję Karol, że udało ci się zrobić tak zajebistą robotę której jeszcze nikomu na polskim YouTube'ie się nie udało. I mam nadzieję że że jesteś spełniony i będziesz się spełnaiał jeszcze bardziej w otoczeniu osób które kochasz i robiąc to co kochasz",LOVE
fajniej by było jakby nie wiedzieli z jakiego państwa jedzą pierogi i dopiero na sam koniec zobaczyć zwycięzce,SADNESS
Dzięki akurat mi się nudziło (wcale nie muszę się uczyć na sprawdzian 😀),JOY
A ile gwiazdek jest na koszulkach polskiej reprezentacji?? 😂😂,JOY
Brawo Wąsek 👏👏pierwsza dziesiątka czeka 👍👍. Wolnemu to chyba małżeństwo przeszkadza 😂😂. Pozdrawiam wszystkich z Żyła na czele 👋👋,JOY
Świetna nuta czekamy jeszcze na zielone 2 💚♥️,LOVE
FAGATA WYGLĄDA JAK KEVIN SAM W DOMU XDDDD,JOY
Przegrałam 😍❤️te zwierzęta są cudowne 😍😍😍,LOVE
czuć piniondz 😂 Ale pięknie wyszło 😍,LOVE
Tylko ja się zawsze zastanawiam co on ma w tej misce? XD,JOY
"W Końcu ktoś ze starej gwardi , powiedział coś mądrego co można przekminić . Niech sie młodzi uczą ! pozdro 94r ;)",JOY
"A że dreszcze po odsłuchu ! = Cudowna Twórczość, Szacunek Pezet !!!!",LOVE
"Super piosenka, puszczam na pełnym wyciszeniu dźwięku 🔥🔥🔥🔥",ANGER
"jak uważacie, że u Gimpera jest duża cenzura to wy chyba ostatnich odcinków HOPa nie widzieliście xD taka polityka yt, wole żeby ktoś zarabiał na tym co robi, niż na siłe walczył ze słabym systemem",ANGER
Nie zamykasz drzwi podczas nagrywania ? Lol ja bym zamykał za każdym razem na 4 spusty żeby się przypadkiem wstydu nienabawić XD.,JOY
Drodzy moi...ja urodziłam pierwszego syna 26 lat temu w 6 miesiącu ...I leżał w inkubatorze kupionym przez WOŚP.. Oklejonym wielkim serduchem. Od lat płaczę w każdą zbiórkę wielkiej orkiestry ze wzruszenia A moj syn dzis dorosly facet zbiera kase jako wolontariusz Gdzieś tam u góry Wasz anioł nad wszystkim czuwał .❤️,LOVE
"dzk za zapis tego momentu, akurat mebel składałem i nie mogłem na nim się skupić",JOY
To jak Pjoter osuwa się z krzesła. THE BEST,JOY
"Dobrze, że wróciłeś Mati. Jakoś tak nijako było bez czegoś nowego od Ciebie... ♥",LOVE
Wolałbym 200kg ołowiu wozić w bagażniku niż mieć tą obrzydliwą lotkę,ANGER
"Zakochałam się w tym utworze odkąd pierwszy raz go usłyszałam. Mija kilka lat, wiele godzin gry i nadal mam to samo odczucie. Piękna aranżacja!",LOVE
Miedziu mówiący o filmach o pszczołach to miód na moje uszy,LOVE
"Mega piosenka, na pewno spróbuje nowych szampanów teamu. Kto ze mną czeka na powrót teamu x 2?",JOY
Jedziemy z babą po choinkę ✨świąteczna szyneczko✨ to mnie rozwaliło😂🤣,JOY
Malik nie sądziłem ze tak pięknie mówisz po angielsku,JOY
"Rany, jak ja uwielbiam takie smakołyki. Napewno będę robiła. Dziękuję za przepis i życzę Wszyskim smacznego!😀🙋‍♀️Pozdrawiam serdecznie.",JOY
"solidny imprezowy numer, nie ma się do czego przyczepić :D",JOY
"Walka bardzo wyrównana i dziwi mnie ten werdykt, ale cóż to tylko wynik :) Wszystkiego co najlepsze dla Natalii!",SURPRISE
"Francja tak naprawdę obudziła się po tym rzucie karnym i zaczęła grać jak równy z równym do końca spotkania, tym samym serwując nam rollercoaster emocji którego oczekiwaliśmy , bo do tego momentu praktycznie był to mecz do jednej bramki Francuzi nie istnieli byli kompletnie bezradni. Dziękujemy za ten finał który zapamiętamy napewno na długo",JOY
Witajcie 👑 Dobrego oglądania 🔥✌ Udostępniajcie ▶ Lajkujcie 👍 Komentujcie 🍻🌾 Pozdrawiamy Królowie Żyta 👑🍻✌🌾 Czytajcie opis 😎‼ Zestaw Świąteczny Króli Żyta ▶ https://klanwhisky.pl/krolowie-zyta/533-zestaw-swiateczny-kroli-zyta.html Kalendarze i Gadżety Królów Żyta ▶ https://jazami.pl/by/krolowie-zyta/,JOY
Ja bym ją nazwała świnka Malwinka♥️♥️♥️ a w ogóle super odcinek pozdrawiam wszystkich widzów miss Agi,JOY
"Czuję, że raczej nic z tego nie będzie, a z każdym dniem tej wojny, nienawiść jeszcze bardziej będzie się pogłębiać. Mam nadzieję, że się mylę",SADNESS
Ciągle robi nadzieję na bycie naszym działowym,ANGER
kocham was oglądać jak mam zły humor to was oglądam i mnie rozśmieszacie,LOVE
Nie ma to jak świąteczna dawka cringe'u,ANGER
Ale będzie słuchane po amputacji uszu jest ogień,ANGER
Takie Mocne Że Aż Słucham Na Wyciszonym Domofonie | Giga Nuta Palionku ❤️❤️,JOY
Raczej w tym aucie nie chodzi o super wykonanie i poziom komfortu tylko o to jak jeździ,LOVE
"""Mówili, że gwiazdy potrafią wskazać drogę. Dziś jakbym tu zastygł - przewidują tarotem. Przezroczysty jak akryl, myśli wciąż w hipnozie. Żegnam się po raz ostatni, nigdy Cię nie zapomnę"" Mega dzięki za tę zwrotę, aktualna w objętości mojego serca.",LOVE
"Bardzo ładnie i płynnie przechodzisz z tematu to tematu , normalnie to brzmi jak bardzo profesjonalny wywiad",JOY
DZIEKI ROBERT ZDROWIA POWODZENIA DLA CALEJ EKIPY,JOY
✨KUBA BO JA SIE TAK ZASTANAWIAM..... ALE NIE ŚPIJ !!!!!✨ Edit 1 . DZIĘKI ZA 71 LAPEK EDIT 2. DZIĘKUJĘ ZA SERDUSZKO❤️💖💖💖,JOY
"Spotkania na żywo mają super atmosferę! Szczególnie gdy publiczność jest tak fantastyczna. A gość sympatyczny i kompetentny. Mam nadzieję, że Wam się podobało. Drodzy Widzowie Historii Realnej, dziękuję za obejrzenie tego odcinka. Jeżeli cenicie pracę HR - wspierajcie nas: https://patronite.pl/historiarealna Dziękuję i pozdrawiam Piotr Zychowicz",JOY
Geniusze druciarstwa. Adrianek WIELKI SZACUN. Świetny odcinek banan na twarzy cały czas 😁,JOY
"✨,,Siergiej... Ty nie gadaj tyle głupot tylko dawaj mi latte.""✨ ,,Jakbym wiedziała, że tu nie ma autostrady to wzięłabym ✨BUMBUTSY✨"" PIKNE🥴",ANGER
"Zazdro Dominik takiej przygody 💪. Fajnie że starsi koledzy cieszą, się jego szczęściem i w sumie zasponsorowali to swojemu pracownikowi 💪. A cebulandia niech dalej pęka z zawistności 😅",JOY
A co jeśli się wciągnie taką mąkę przez przypadek,SURPRISE
Gruba sprawa😱 pozdrawiam i życzę miłego oglądania,JOY
"Mateusz dobrze, że wróciłeś w tych suchych dla polskiego rapu czasach. 🙏",LOVE
Monia oby tak dalej trzymam za cb kciuki bo serio tak daleko zajść a twoje zwroty w każdej piosence są mega a głos masz 100/100 nati raj samo to jak się rozwinęła w ciągu 2lat to jest mega fajne j mega fajnie się na to patrzy jak się rozwijacie serio trzymam za was dziewczyny mocno kciuki żebyś cię dalej zaszły tam gdzie chcecie,JOY
"Popłakałam się Kochani przeżyliście trudne chwile,ale to Was tylko wzmocni a Edzio będzie ròsł jak na drożdżach.Wasza miłość to magia.Modlę się za Was ❤❤❤Będzie wdzysyko dobrze 🤗❤❤❤",JOY
Twój głos tak bardzo pasuje do komentowania paradokumentów i ogólnie to powinieneś zastąpić głos tych narratorów 💙💙 Śmieszny odcinek 💜💜,LOVE
Fajnie jak dwóch byłych wojskowych rozmawia o tym jak ciężko jest zimą w okopach 😀,JOY
Mistrzowie przeróbek od lat! Forma niezmiennie :o,JOY
Franio to słodziak na maxa 🥹🫶🏼,JOY
"Napis na granatniku powinien brzmieć: ""nie dla idiotow"".",ANGER
"Wspaniały był to mecz, nie zapomnę go nigdy",LOVE
Witam zmdk jest problem w Polsce zboże z Ukrainy zablokowało rynek dziś jak mi na skupie powiedzieli 1040zl za pszenżyto dobra nic ale nie chcą przyjąć ponieważ jak kupili po 1300zl to teraz taniej nie wywiozą na młyn dzwonię że może pszenicę bym przywiózł nie przyjmują ponieważ mają z Ukrainy i co my mamy zrobić nawóz po 4tys magazyny zawalone zostawcie Like dla zasięgu,SURPRISE
Cichiałbym się godnie zestarzeć z twoimi piosenkami <33,LOVE
Ja chcę to zobaczyć w telewizji,LOVE
"Widać że się kochacie i stoicie za sobą murem. Mam nadzieję, że w końcu ludzie przestaną się was czepiać. Nati sto lat, dobra walka, dla nas wygrałaś!",JOY
Turbo w sejaczku to jest coś co uwielbiam,LOVE
"Wiele osób czekało na powrót... Wiele osób tęskniło a mnie ten numer tak zmotywował, że końcu zrobiłem coś pożytecznego od ponad 2 miesięcy. Dzięki mordo! ;)",LOVE
"Swietny projekt , już składam gratulacje dla nowego nabywcy :)",LOVE
"Jak miło was widzieć. Dużo zdrówka dla Edzia , niech rośnie bohater❤😘",LOVE
"No masz, a dustera ludzie wyśmiewają ... 😎",SADNESS
Pov: kiedy laska śpi w tapecie i nie wiesz jak wygląda naprawdę,JOY
Idealnie skończyłam oglądać tamten film i został prywatny,JOY
Fun fact: ten cały lakier do paznokci co ma powstrzymać od ich obgryzywania wcale nie jest aż tak straszny (mnie nie powstrzymał😌),SURPRISE
Biłas ty to zawsze nawiniesz coś co ma sens brawo💜,JOY
"""Ciężko z letargu wybudzić ludzi co noszą wrogie intencje"" 🔥",SADNESS
A ja mam prawdziwe świnki morskie <3 jedna ma na imię Bella i ma 6 tygodni a druga to kitty ma 2 miesiące ♡,JOY
"Czuję się jakbym był w jakimś matrixie, alternatywnej rzeczywistości, tak bardzo nie wierze, ze wróciłeś XD",SURPRISE
O Kamila jestem spokojny. Złapie formę wtedy kiedy trzeba.,LOVE
naruciaku dziękuje ci mam taki zryty mózg przez te paradokumenty że jak poczuje cringe w odcinku to zaczynam mówić do siebie na głos XDDDDD,LOVE
Ale Piotrkowi pasują te szaty liturgiczne xD,JOY
Byliście nawet na głównej na pudełku xD Opis był sredni ale ważne że impreza się udała dla Was i byliście zadowoleni ♥️,JOY
",, takich jak ty to nikt nie sadzi "" 😂 płacze🤣🤣🤣 superowy shorts💞😘 pozdrawiam 💅💞",JOY
"Ile bym dał żeby móc pracować z takimi ludźmi w takich warunkach, coś pięknego XD",LOVE
Wreszcie Przemek i paula wrócili tęskniłam za nimi 🌝,LOVE
"Tomaszu Ty to potrafisz. To musi byc świeto, śledzie bialo czerwone !!! śledzie bialo czerwone !!!😋😋😋😋",JOY
"przy drzewie najniebezpieczniejszy ? na wszystkich Sejnach, łącznie 400h w to mam a prawie zawsze tam bazę mialem hahahaha",SURPRISE
"Masz ukryty talent🔥🔥🔥 niech zostanie ukryty ,🔥🔥🔥🔥",JOY
"Imo najlepiej zrobiona z montażu twoja piosenka, ma taki fajny vibe Maty. Mega się słucha i ogólnie jest mega. Teraz czekać tylko na Zielone 2!!❤",LOVE
Mam na imię Zofia i nigdy nie lubiłam swojego imienia i każdy do mnie mówił Zosia Samosia,ANGER
Pakiecik wleciał 😉 Mam nadzieje ze trafi w dobre ręce ta ślicznotka🥰Piona,JOY
Kacper ty zawsze poprawisz mi humor,JOY
Niech się cieszą na tej komendzie że czołgu nie dostał 🤣,JOY
✨Ała ale nie w śledzionę✨ padłam😂,JOY
"Generał nie poniesie żadnych konsekwencji,bo już komunikat prokuratury, że ma status pokrzywdzonego.... Bareja nie przewidział tego.. Chora jest Polska..",ANGER
"Ten film pokazuje jak ludzie potrafią być gburowaci, 1-2 zł w tych czasach to przecież totalne nic a czasem się zachowują jakby przez to mieli nie jeść cały dzień xd Dobry film jak zawsze, pozdrawiam ! :D",SADNESS
Muszę sobie to zapisać w moim kajeciku ze złotymi myślami...🤣,JOY
Dzięki za piosenkę ♥️❤️❤️❤️❤️♥️ długo czekałem 😊,LOVE
"Ktoś: Mówi, że polski rap nie ma przekazu. Ja indywidualista: Rymdydydymdymdydydydym. 😎🤙",LOVE
Choinkę się kupuje tylko rano 24 grudnia :D Nigdy nie zapłaciłem więcej niż 15 zł a wybór zawsze jest jeszcze duży.,SURPRISE
"Świetnie się ogląda twoje filmy, montaż to prawdziwy majstersztyk. No i prowadzący niczym Walaszek i jego 3 sezon egzorcysty widać ze się stara całym sercem na 15%",LOVE
"Rozumiem, że te prezenty nie były w 100% trafione, ale reakcje Pauliny były mega słabe. Na każdy kręciła nosem i krytykowała między słowami. Moim zdaniem prezenty super, sama byłabym bardzo z takich zadowolona.",ANGER
Boskie duo tworzycie z Grześkiem Sebuś! Wincej takiego kontentu!,LOVE
No był taki płyn na paznokcie i on był gorzki i ten smak miał zniechęcać do obgryzania ale z doświadczenia wiem że nie działa. Dalej obgryzałam z tą różnicą że mordę wykrzywiało xD,JOY
Pokój piękny ♥️Zrobiony z miłości dlatego taki uroczy i pełen pozytywnej energii 😍 Wszystkiego dobrego Kochani ♥️,JOY
Ja: ok idę się uczyć Youtube: nowy film od Naruciaka Ja: no sa rzeczy ważne i ważniejsze,JOY
Chciałbym zobaczyć u was legendę Pudziana.,SURPRISE
WOW👏 Kolejna extra piosenka od Team X i Natsu Word !! Ale Monia tak pięknie wyszła i zaśpiewała 🌹😻,JOY
"Doskonale wiadomo co jest za granicą wszechświata. Jest tam tzw. materia poza kosmiczna, która zamienia wszelki rzeczy w kuta... Jest o tym serial nawet :)",JOY
Myślałem że Jagoda dorobił się już gimbala a on dalej z ręki leci :) Podziwiam że pomimo tego w miarę stabilne są jego materiały :),LOVE
Jest 10/10 ale nie skacze w stroju kąpielowym do basenu z kulkami,JOY
"Dziękujemy serdecznie za taką ilość twoich zayebistych materiałów ostatnio, podziwiam że się tak starasz dla nas😆",LOVE
"Chciałam tylko napisać że dziękuję za to że jesteś. Trafiłam na tą nutę w radiu jak wracałam do domu po ciężkim dniu,naprawdę ciężkim. Sama nie wiem co więcej napisać.. dziś ratujesz moją duszę, rob to co robisz dalej. Nie tylko ja jestem Ci wdzięczna, życzę Ci wszystkiego najlepszego. Wszystkim którzy cierpią.",LOVE
